    1    0
    2    0
    3    0
    4    0
    5    0
    6    12   1 -350 99991.E-9 9999    0  -40      1724      -140      -140  0 0
    7    0
    8    0
    9    0
   10    0
   11    0
   12    0
   13    0
   14    0
   15    0
   16    0
   17    0
   18    12   2 -350 99991.E-9 9999    0 -150      1640      -140      -140  0 0
   19    0
   20    0
   21    0
   22    0
   23    0
   24    0
   25    0
   26    0
   27    12   3 -350 99991.E-9 9999    0  -30      2083       -30       -30  0 0
   28    0
   29    0
   30    0
   31    0
   32    0
   33    0
   34    0
   35    0
   36    0
   37    0
   38    0
   39    0
   40    0
   41    12   4 -350 99991.E-9 9999    0  -40      2025      -100      -100  0 0
   42    0
   43    0
   44    12   5 -350 99991.E-9 9999    0 -120      1878       -50       -50  0 0
   45    0
   46    0
   47    0
   48    0
   49    0
   50    0
   51    0
   52    0
   53    12   6 -350 99991.E-9 9999    0 -100       540       -30       -30  0 0
   54    0
   55    0
   56    0
   57    0
   58    0
   59    0
   60    0
   61    0
   62    0
   63    0
   64    0
   65    12   7 -350 99991.E-9 9999    0 -125       300         0         0  0 0
   66    0
   67    0
   68    0
   69    0
   70    0
   71    0
   72    0
   73    0
   74    0
   75    0
   76    0
   77    12   8 -350 99991.E-9 9999    0 -130       160       140       140  0 0
   78    0
   79    0
   80    0
   81    0
   82    0
   83    0
   84    0
   85    0
   86    0
   87    0
   88    12   9 -350 99991.E-9 9999    0  -65       513       176       176  0 0
   89    0
   90    12  10 -350 99991.E-9 9999    0  -30       748        87        87  0 0
   91    0
   92    0
   93    12  11 -350 99991.E-9 9999    0 -175      1175       240       240  0 0
   94    0
   95    0
   96    0
   97    0
   98    0
   99    0
  100    0
  101    0
  102    12  12 -350    1   20  300  600 -165      1E-9       190       181  0 0
  103    12  13 -350 99991.E-9 9999    0   -1       980       160       160  0 0
  104    0
  105    0
  106    0
  107    0
  108    0
  109    0
  110    0
  111    0
  112    12  14 -350   10   99  246 2435  -75      3000       190       190  0 0
  113    0
  114    0
  115    0
  116    0
  117    12  15 -350   10  102  294 2999 -157      1415       200       200  0 0
  118    0
  119    0
  120    12  16 -350  127   37  292 1080 -140      1433       220       220  0 0
  121    0
  122    0
  123    0
  124    0
  125    0
  126    0
  127    0
  128    0
  129    0
  130    12  17 -350  162   96  261 2506 -155       750       360       360  0 0
  131    12  18 -350   61  102  277 2825  -95      1467       350       350  0 0
  132    0
  133    0
  134    12  19 -350  -33   92  350 3220 -105      2097       330       330  0 0
  135    0
  136    0
  137    0
  138    0
  139    0
  140    0
  141    0
  142    0
  143    0
  144    12  20 -350  321   14  162  227  -83        68       500       500  0 0
  145    0
  146    0
  147    0
  148    0
  149    0
  150    0
  151    12  21 -350 99991.E-9 9999    0   -1        33       140       140  0 0
  152    12  22 -350 99991.E-9 9999    0  -60       575       240       240  0 0
  153    12  23 -350 99991.E-9 9999    0 -150        33       220       220  0 0
  154    0
  155    0
  156    0
  157    0
  158    0
  159    0
  160    0
  161    0
  162    0
  163    12  24 -350 99991.E-9 9999    0   -1       400       340       340  0 0
  164    0
  165    0
  166    0
  167    0
  168    0
  169    0
  170    0
  171    0
  172    0
  173    0
  174    12  25 -350 99991.E-9 9999    0   -1       183       360       360  0 0
  175    0
  176    0
  177    0
  178    0
  179    0
  180    0
  181    0
  182    0
  183    0
  184    0
  185    0
  186    0
  187    0
  188    0
  189    0
  190    12  26 -350 99991.E-9 9999    0  -38       370       350       350  0 0
  191    0
  192    0
  193    0
  194    0
  195    0
  196    0
  197    0
  198    0
  199    0
  200    0
  201    0
  202    0
  203    0
  204    0
  205    0
  206    0
  207    0
  208    0
  209    0
  210    12  27 -350 99991.E-9 9999    0  -60       764       510       510  0 0
  211    0
  212    0
  213    0
  214    0
  215    0
    0    0
