 4,,,,  240,  0.740,  0.335,  223,  0.380,  0.252,  155,  0.270,  0.135,  215,  1.020,  0.382,  234,  0.960,  0.464,
 5,,,,  241,  0.180,  0.081,  224,  0.440,  0.291,  214,  0.700,  0.350,  224,  0.100,  0.037,  243,  0.050,  0.024,
 6,,,,,,,  232,  0.060,  0.040,  215,  0.030,  0.015,  225,  0.600,  0.225,  258,  0.020,  0.010,
 7,,,,,,,  233,  0.280,  0.185,  224,  0.020,  0.010,  250,  0.110,  0.041,,,,
 8,,,,,,,,,,,,,  254,  0.110,  0.041,,,,
 9,,,,,,,,,,,,,,,,,,,
 10,,,,,,,,,,,,,,,,,,,
 11,,,,,,,,,,,,,,,,,,,
 12,,,,,,,,,,,,,,,,,,,
 13,,,,,,,,,,,,,,,,,,,
 14,,,,,,,,,,,,,,,,,,,
 15,,,,,,,,,,,,,,,,,,,
,
,
,
,
N,705,705,705,706,706,706,707,707,707,708,708,708,709,709,709,710,710,710,
 1,  223,  0.020,  0.005,  225,  0.020,  0.021,  234,  0.030,  0.014,  155,  0.060,  0.013,  250,  0.080,  0.033,  254,  0.360,  0.184,
 2,  232,  0.530,  0.131,  234,  0.040,  0.043,  243,  0.090,  0.041,  196,  0.030,  0.006,  251,  0.220,  0.090,  255,  0.190,  0.097,
 3,  233,  0.410,  0.101,  243,  0.080,  0.085,  258,  0.320,  0.147,  201,  0.950,  0.205,  252,  0.310,  0.127,  258,  0.460,  0.235,
 4,  234,  0.010,  0.002,  250,  0.100,  0.106,  259,  0.080,  0.037,  202,  0.890,  0.192,  253,  0.010,  0.004,  259,  0.740,  0.378,
 5,  241,  0.710,  0.175,  254,  0.440,  0.468,  262,  1.000,  0.459,  203,  0.440,  0.095,  254,  0.160,  0.066,  260,  0.210,  0.107,
 6,  242,  1.040,  0.257,  258,  0.260,  0.277,  263,  0.230,  0.106,  250,  0.780,  0.168,  255,  0.870,  0.357,,,,
 7,  243,  0.550,  0.136,,,,  265,  0.380,  0.174,  251,  0.840,  0.181,  256,  0.770,  0.316,,,,
 8,  245,  0.110,  0.027,,,,  266,  0.050,  0.023,  252,  0.640,  0.138,  260,  0.020,  0.008,,,,
 9,  246,  0.600,  0.148,,,,,,,  253,  0.000,  0.000,,,,,,,
 10,  247,  0.070,  0.017,,,,,,,,,,,,,,,,
 11,,,,,,,,,,,,,,,,,,,
 12,,,,,,,,,,,,,,,,,,,
 13,,,,,,,,,,,,,,,,,,,
 14,,,,,,,,,,,,,,,,,,,
 15,,,,,,,,,,,,,,,,,,,
,
,
,
,
N,711,711,711,712,712,712,713,713,713,714,714,714,715,715,715,716,716,716,
 1,  259,  0.210,  0.158,  243,  0.270,  0.146,  247,  0.010,  0.004,  259,  0.060,  0.028,  267,  0.190,  0.112,  272,  0.170,  0.181,
 2,  260,  0.000,  0.000,  246,  0.020,  0.011,  248,  0.360,  0.161,  260,  0.030,  0.014,  269,  0.260,  0.154,  273,  0.460,  0.489,
 3,  263,  0.630,  0.474,  247,  0.810,  0.438,  249,  0.070,  0.031,  263,  0.220,  0.104,  270,  0.490,  0.290,  276,  0.140,  0.149,
 4,  265,  0.140,  0.105,  248,  0.040,  0.022,  265,  0.050,  0.022,  264,  0.090,  0.043,  273,  0.480,  0.284,  277,  0.170,  0.181,
 5,  266,  0.350,  0.263,  262,  0.040,  0.022,  268,  0.740,  0.330,  265,  0.040,  0.019,  274,  0.270,  0.160,,,,
 6,  268,  0.000,  0.000,  265,  0.430,  0.232,  269,  0.070,  0.031,  266,  0.640,  0.303,,,,,,,
 7,,,,  268,  0.240,  0.130,  272,  0.820,  0.366,  267,  0.240,  0.114,,,,,,,
 8,,,,,,,  273,  0.040,  0.018,  268,  0.080,  0.038,,,,,,,
 9,,,,,,,  276,  0.080,  0.036,  269,  0.710,  0.336,,,,,,,
 10,,,,,,,,,,  270,  0.000,  0.000,,,,,,,
 11,,,,,,,,,,  273,  0.000,  0.000,,,,,,,
 12,,,,,,,,,,,,,,,,,,,
 13,,,,,,,,,,,,,,,,,,,
 14,,,,,,,,,,,,,,,,,,,
 15,,,,,,,,,,,,,,,,,,,
,
,
,
,
N,717,717,717,718,718,718,719,719,719,720,720,720,721,721,721,722,722,722,
 1,  277,  0.420,  0.808,  281,  0.040,  0.017,  292,  0.000,  0.000,  293,  0.040,  0.013,  305,  0.020,  0.017,  305,  0.030,  0.020,
 2,  278,  0.010,  0.019,  283,  0.110,  0.047,  293,  0.320,  0.128,  296,  0.230,  0.074,  306,  0.040,  0.035,  306,  0.050,  0.033,
 3,  280,  0.030,  0.058,  284,  0.110,  0.047,  295,  0.140,  0.056,  297,  0.120,  0.038,  308,  0.070,  0.061,  308,  0.090,  0.059,
 4,  281,  0.060,  0.115,  285,  0.480,  0.204,  296,  0.780,  0.312,  300,  0.390,  0.125,  309,  0.190,  0.165,  309,  0.250,  0.164,
 5,,,,  287,  0.080,  0.034,  299,  0.140,  0.056,  301,  0.280,  0.090,  310,  0.020,  0.017,  310,  0.030,  0.020,
 6,,,,  288,  0.720,  0.306,  300,  0.640,  0.256,  303,  0.990,  0.317,  311,  0.130,  0.113,  311,  0.170,  0.112,
 7,,,,  290,  0.370,  0.157,  302,  0.110,  0.044,  304,  0.820,  0.263,  312,  0.380,  0.330,  312,  0.510,  0.336,
 8,,,,  293,  0.440,  0.187,  303,  0.070,  0.028,  305,  0.000,  0.000,  313,  0.070,  0.061,  313,  0.090,  0.059,
 9,,,,,,,  305,  0.070,  0.028,  306,  0.140,  0.045,  314,  0.100,  0.087,  314,  0.120,  0.079,
 10,,,,,,,  308,  0.070,  0.028,  307,  0.110,  0.035,  315,  0.130,  0.113,  315,  0.180,  0.118,
 11,,,,,,,  311,  0.100,  0.040,,,,,,,,,,
 12,,,,,,,  314,  0.060,  0.024,,,,,,,,,,
 13,,,,,,,,,,,,,,,,,,,
 14,,,,,,,,,,,,,,,,,,,
 15,,,,,,,,,,,,,,,,,,,
,
,
,
,
N,723,723,723,724,724,724,725,725,725,726,726,726,727,727,727,728,728,728,
 1,  305,  0.010,  0.029,  288,  0.060,  0.023,  286,  0.150,  0.200,  281,  0.190,  0.123,  278,  0.020,  0.033,  222,  0.100,  0.045,
 2,  306,  0.010,  0.029,  289,  0.110,  0.043,  288,  0.120,  0.160,  282,  0.140,  0.090,  281,  0.570,  0.934,  223,  0.080,  0.036,
 3,  308,  0.020,  0.057,  290,  0.180,  0.070,  289,  0.480,  0.640,  283,  0.100,  0.065,  282,  0.010,  0.016,  230,  0.170,  0.076,
 4,  309,  0.060,  0.171,  291,  0.560,  0.218,,,,  284,  0.750,  0.484,  283,  0.010,  0.016,  231,  0.930,  0.415,
 5,  310,  0.010,  0.029,  293,  0.080,  0.031,,,,  285,  0.330,  0.213,,,,  232,  0.380,  0.170,
 6,  311,  0.040,  0.114,  294,  0.960,  0.374,,,,  288,  0.040,  0.026,,,,  239,  0.190,  0.085,
 7,  312,  0.110,  0.314,  297,  0.530,  0.206,,,,,,,,,,  240,  0.380,  0.170,
 8,  313,  0.020,  0.057,  298,  0.010,  0.004,,,,,,,,,,  241,  0.010,  0.004,
 9,  314,  0.030,  0.086,  301,  0.080,  0.031,,,,,,,,,,,,,
 10,  315,  0.040,  0.114,,,,,,,,,,,,,,,,
 11,,,,,,,,,,,,,,,,,,,
 12,,,,,,,,,,,,,,,,,,,
 13,,,,,,,,,,,,,,,,,,,
 14,,,,,,,,,,,,,,,,,,,
 15,,,,,,,,,,,,,,,,,,,
,
,
,
,
N,801,801,801,802,802,802,803,803,803,
 1,    1,  0.010,  1.000,    1,  0.010,  1.000,    1,  0.010,  1.000,
 2,,,,,,,,,,
 3,,,,,,,,,,
 4,,,,,,,,,,
 5,,,,,,,,,,
 6,,,,,,,,,,
 7,,,,,,,,,,
 8,,,,,,,,,,
 9,,,,,,,,,,
 10,,,,,,,,,,
 11,,,,,,,,,,
 12,,,,,,,,,,
 13,,,,,,,,,,
 14,,,,,,,,,,
 15,,,,,,,,,,
,
,
,
,
